title,price,model_year,odo,aminities,specs,number_of_seats,drive_type,number_of_cylinders,body_type,transmission_type,fuel_type,rim_size,first_owner,accidents_(not_verified),currently_financed?,seller_nationality,no._of_keys,roof_type,color,service_history,warranty,service_contract
Infiniti QX80 V8 5.6L,"
SAR 200,000 ",2019 ,"76,000 KM","['front & rear park sensors front parking sensor park assist front and rear rear park sensor', 'Cruise Control', 'gps navigation gps system navigation', 'Driver display', 'audio controls on steering wheel remote control buttons in steering wheel steering audio control steering control switches steering wheel audio controls steering wheel switches', 'auto dim rear view mirror auto dimming rear view mirror auto dimming rear view system dimming rear view mirror', 'Bluetooth', 'premium sound premium audio premium audio system', 'Leather Seats', 'Engine start/stop button Keyless Go keyless start push start push start button Smart entry & start system smart entry with push button', 'Remote engine starter', 'Ambient LED interior lighting', 'Driver power seat electric seats front power seats front seats powered Power Driver Seat Power Passenger Seat', 'Driver Seat with Memory memory function seat memory', 'Power foldable mirrors', 'Powered back door', 'Power Lumbar', 'LED Headlights', 'fog lamps fogdriving lights projector fog lamps']",GCC /Saudi Specs,8,4WD,8,SUV,Automatic,Petrol,22,,No,No,Saudi Arabia,2,Sun Roof,,,"Till 100,000 KM",
Chevrolet Tahoe V8 5.3L LS,"
SAR 122,000 ",2016 ,"72,000 KM","['Graphical Head Up Display', 'front & rear park sensors front parking sensor park assist front and rear rear park sensor', 'Cruise Control', 'gps navigation gps system navigation', 'Camera Rear Parking Camera Rear view camera Reverse camera', 'dynamic radar cruise control', 'Driver display', 'audio controls on steering wheel remote control buttons in steering wheel steering audio control steering control switches steering wheel audio controls steering wheel switches', 'Paddle shift', 'auto dim rear view mirror auto dimming rear view mirror auto dimming rear view system dimming rear view mirror', 'Bluetooth', 'Apple Car Play  Google Android Auto', 'premium sound premium audio premium audio system', 'Remote engine starter', 'Power foldable mirrors', 'Power Lumbar', 'blind spot & cross path alert blind spot & cross path detection blind spot alert blind spot assistance blind spot information Blind Spot Information System blind spot monitoring with rear cross-path detection blind spot sensor', 'Pre crash system pre crash safety system', 'LED Headlights', 'fog lamps fogdriving lights projector fog lamps']",GCC /Saudi Specs,8,4WD,8,SUV,Automatic,Petrol,18,,No,No,Saudi Arabia,2,,other,Yes In Agency,,
Honda HR-V I4 1.8L,"
SAR 68,000 ",2021 ,"23,000 KM","['front & rear park sensors front parking sensor park assist front and rear rear park sensor', 'Cruise Control', 'Driver display', 'audio controls on steering wheel remote control buttons in steering wheel steering audio control steering control switches steering wheel audio controls steering wheel switches', 'Bluetooth', 'Apple Car Play  Google Android Auto', 'premium sound premium audio premium audio system', 'Engine start/stop button Keyless Go keyless start push start push start button Smart entry & start system smart entry with push button', 'keyless keyless access system Keyless Entry and Drive keyless entry system remote keyless entry Remote Proximity Keyless Entry smart keyless entry']",GCC /Saudi Specs,5,2WD,4,SUV,Automatic,Petrol,R17,,1 accident,No,,1,,,,,
Nissan Patrol V8 5.6L SE,"
SAR 98,000 ",2015 ,"246,000 KM","['front & rear park sensors front parking sensor park assist front and rear rear park sensor', 'Cruise Control', 'Camera Rear Parking Camera Rear view camera Reverse camera', 'Driver display', 'audio controls on steering wheel remote control buttons in steering wheel steering audio control steering control switches steering wheel audio controls steering wheel switches', 'auto dim rear view mirror auto dimming rear view mirror auto dimming rear view system dimming rear view mirror', 'premium sound premium audio premium audio system', 'Engine start/stop button Keyless Go keyless start push start push start button Smart entry & start system smart entry with push button', 'keyless keyless access system Keyless Entry and Drive keyless entry system remote keyless entry Remote Proximity Keyless Entry smart keyless entry', 'Driver power seat electric seats front power seats front seats powered Power Driver Seat Power Passenger Seat', 'Power Lumbar', 'fog lamps fogdriving lights projector fog lamps']",GCC /Saudi Specs,9,4WD,8,SUV,Automatic,Petrol,R18,,No,No,Saudi Arabia,1,Sun Roof,,,,
Toyota Hilux I4 2.7L S-GLX ,"
SAR 62,000 ",2014 ,"349,000 KM","['front & rear park sensors front parking sensor park assist front and rear rear park sensor', 'fog lamps fogdriving lights projector fog lamps']",GCC Specs,5,4WD,4,Pick-up,Automatic,Petrol,15,,1 accident,No,Saudi Arabia,2,,,,,
MG ZS I4 1.5L,"
SAR 40,000 ",2019 ,"104,000 KM","['front & rear park sensors front parking sensor park assist front and rear rear park sensor', 'Cruise Control', 'gps navigation gps system navigation', 'audio controls on steering wheel remote control buttons in steering wheel steering audio control steering control switches steering wheel audio controls steering wheel switches', 'Bluetooth', 'Apple Car Play  Google Android Auto', 'Leather Seats', 'LED Headlights', 'fog lamps fogdriving lights projector fog lamps', 'Emergency braking assist']",GCC /Saudi Specs,5,2WD,4,SUV,Automatic,Petrol,17,Yes,No,No,Saudi Arabia,2,,Blue,,"Till 200,000 KM",
Nissan Patrol V8 5.6L LE,"
SAR 122,500 ",2016 ,"69,000 KM","['Graphical Head Up Display', 'front & rear park sensors front parking sensor park assist front and rear rear park sensor', 'Cruise Control', 'Rear Mirror Camera', 'dynamic radar cruise control', 'Driver display', 'audio controls on steering wheel remote control buttons in steering wheel steering audio control steering control switches steering wheel audio controls steering wheel switches', 'Bluetooth', 'premium sound premium audio premium audio system', 'Engine start/stop button Keyless Go keyless start push start push start button Smart entry & start system smart entry with push button', 'Driver power seat electric seats front power seats front seats powered Power Driver Seat Power Passenger Seat', 'Emergency braking assist']",GCC /Saudi Specs,8,AWD,8,SUV,Automatic,Petrol,17,,No,No,Lebanon,1,Sun Roof,White,,,
Kia Sportage I4 2.0L,"
SAR 50,000 ",2016 ,"89,000 KM","['front & rear park sensors front parking sensor park assist front and rear rear park sensor', 'Cruise Control', 'Rear Mirror Camera', 'Driver display', 'audio controls on steering wheel remote control buttons in steering wheel steering audio control steering control switches steering wheel audio controls steering wheel switches', 'auto dim rear view mirror auto dimming rear view mirror auto dimming rear view system dimming rear view mirror', 'Bluetooth', 'premium sound premium audio premium audio system', 'Power foldable mirrors', 'Power Lumbar', 'LED Headlights', 'fog lamps fogdriving lights projector fog lamps']",GCC /Saudi Specs,5,AWD,4,SUV,Automatic,Petrol,18,Yes,No,No,Egypt,2,Panoramic Roof,Silver,,,
Ford Explorer V6 3.5L XLT,"
SAR 56,000 ",2015 ,"256,000 KM","['front & rear park sensors front parking sensor park assist front and rear rear park sensor', 'Cruise Control', 'Camera Rear Parking Camera Rear view camera Reverse camera', 'audio controls on steering wheel remote control buttons in steering wheel steering audio control steering control switches steering wheel audio controls steering wheel switches', 'Bluetooth', 'premium sound premium audio premium audio system', 'Driver power seat electric seats front power seats front seats powered Power Driver Seat Power Passenger Seat', 'LED Headlights', 'fog lamps fogdriving lights projector fog lamps', 'Emergency braking assist']",GCC /Saudi Specs,7,4WD,6,SUV,Automatic,Petrol,18,,1 accident,No,Jordan,1,Sun / Moon Roof,Red,Yes In Agency,,
Dodge Challenger V6 3.6L,"
SAR 78,000 ",2018 ,"248,000 KM","['Cruise Control', 'gps navigation gps system navigation', 'Camera Rear Parking Camera Rear view camera Reverse camera', 'audio controls on steering wheel remote control buttons in steering wheel steering audio control steering control switches steering wheel audio controls steering wheel switches', 'Bluetooth', 'Apple Car Play  Google Android Auto', 'premium sound premium audio premium audio system', 'Leather Seats', 'Engine start/stop button Keyless Go keyless start push start push start button Smart entry & start system smart entry with push button', 'Remote engine starter', 'keyless keyless access system Keyless Entry and Drive keyless entry system remote keyless entry Remote Proximity Keyless Entry smart keyless entry', 'Driver power seat electric seats front power seats front seats powered Power Driver Seat Power Passenger Seat', 'cooled front seats cooled seats front ventilated cooling seats heated front seats heated rear seats heated seats ventilated front seats ventilated seats', 'Power Lumbar', 'blind spot & cross path alert blind spot & cross path detection blind spot alert blind spot assistance blind spot information Blind Spot Information System blind spot monitoring with rear cross-path detection blind spot sensor', 'Pre crash system pre crash safety system', 'LED Headlights']",GCC /Saudi Specs,5,2WD,6,Coupe,Automatic,Petrol,20,Yes,1 accident,No,Saudi Arabia,2,Sun Roof,,Yes in Garage,,
Range Rover Vogue V8 5.0L HSE,"
SAR 180,000 ",2014 ,"140,000 KM","['front & rear park sensors front parking sensor park assist front and rear rear park sensor', 'Cruise Control', 'gps navigation gps system navigation', 'Camera Rear Parking Camera Rear view camera Reverse camera', 'Driver display', 'audio controls on steering wheel remote control buttons in steering wheel steering audio control steering control switches steering wheel audio controls steering wheel switches', 'Paddle shift', 'auto dim rear view mirror auto dimming rear view mirror auto dimming rear view system dimming rear view mirror', 'Bluetooth', 'premium sound premium audio premium audio system', 'Leather Seats', 'Engine start/stop button Keyless Go keyless start push start push start button Smart entry & start system smart entry with push button', 'keyless keyless access system Keyless Entry and Drive keyless entry system remote keyless entry Remote Proximity Keyless Entry smart keyless entry', 'Driver power seat electric seats front power seats front seats powered Power Driver Seat Power Passenger Seat', 'Driver Seat with Memory memory function seat memory', 'Easy closer doors', 'cooled front seats cooled seats front ventilated cooling seats heated front seats heated rear seats heated seats ventilated front seats ventilated seats', 'Power Lumbar', 'LED Headlights', 'fog lamps fogdriving lights projector fog lamps', 'Emergency braking assist']",GCC /Saudi Specs,7,2WD,8,SUV,Automatic,Petrol,22,,No,No,Saudi Arabia,2,Panoramic Roof,Black,,,
Infiniti Q70 V8 5.6L,"
SAR 50,000 ",2014 ,"196,600 KM","['Graphical Head Up Display', 'front & rear park sensors front parking sensor park assist front and rear rear park sensor', 'Cruise Control', 'Rear Mirror Camera', 'dynamic radar cruise control', 'Driver display', 'audio controls on steering wheel remote control buttons in steering wheel steering audio control steering control switches steering wheel audio controls steering wheel switches', 'Paddle shift', 'Bluetooth', 'premium sound premium audio premium audio system', 'Leather Seats', 'Engine start/stop button Keyless Go keyless start push start push start button Smart entry & start system smart entry with push button', 'Driver power seat electric seats front power seats front seats powered Power Driver Seat Power Passenger Seat', 'Driver Seat with Memory memory function seat memory', 'Power foldable mirrors', 'LED Headlights', 'Emergency braking assist']",GCC Specs,5,2WD,8,Sedan,Automatic,Petrol,18,,1 accident,No,Lebanon,1,Sun Roof,Silver,,,
