Amenities,Bedrooms,Bathrooms,Area (m²),Furnished,Level,Ad Type,Type,Payment Option,price,title,location,Compound
"Electricity Meter,Water Meter",3,2,138,No,3,For Sale,Apartment,Cash,"350,000 EGP",شقه للبيع,Badr City,
Balcony,2,1,70,No,5,For Sale,Apartment,Cash,"520,000 EGP",شقه للبيع شباب التجمع الأول القاهره الجديد...,New Cairo - El Tagamoa,
"Balcony,Electricity Meter,Water Meter,Natural Gas",3,1,120,No,3,For Sale,Apartment,Cash,"850,000 EGP",شقة للبيع بحدائق القبة,Hadayek al-Kobba,
,3,3,255,,3,For Sale,Apartment,Cash,"3,500,000 EGP",للبيع بمدينتى شقة 255م بالb1 على اكبر وايد...,Madinaty,
,3,3,210,No,2,For Sale,Apartment,Cash,"2,000,000 EGP",شقه فى حى النرجس الراقى فى التجمع,Heliopolis,
,4,3,350,,2,For Sale,Apartment,Cash,"5,000,000 EGP",عقار كامل للبيع بجوار جامعه بدر,Badr City,
,2,1,110,,4,For Sale,Apartment,Cash,"180,000 EGP",للبيع شقه اوضتين وريسبشن كبير وحمام ومطبخ ...,New Nozha,
,3,2,140,,1,For Sale,Apartment,Cash,"885,000 EGP",شقه للبيع بالمعراج العلوي اول سكن3نوم2حمام,Maadi,
"Balcony,Covered Parking,Private Garden,Security,Electricity Meter,Water Meter,Landline,Elevator",3,3,350,Yes,Highest,For Sale,Apartment,Cash,"2,400,000 EGP",شقه للبيع 350م بالشطر ال 13زهراء المعادي,Zahraa Al Maadi,
,2,1,90,,6,For Sale,Apartment,Cash,"270,000 EGP",شقة للبيع عرب المعادي,Basateen,
"Balcony,Elevator",3,1,150,No,10+,For Sale,Apartment,Cash,"720,000 EGPnegotiable",شقه للبيع بالتجاريين الترا سوبر لوكس,Gesr Al Suez,
"Electricity Meter,Natural Gas,Landline",3,1,170,No,1,For Sale,Apartment,Cash,"850,000 EGP",بالزيتون شقة سوبر لوكس لقطة في شارع سليم ا...,Helmeyat El Zaytoun,
"Balcony,Security,Natural Gas,Landline",3,2,165,No,2,For Sale,Apartment,Cash,"1,050,000 EGPnegotiable",شقة للبيع موقع متميز جدا,Zahraa Al Maadi,
,3,2,120,,Ground,For Sale,Apartment,Cash,"1,600,000 EGP",120 متر بكمبوند الصحفيين بالتجمع الخامس,New Cairo - El Tagamoa,
,3,4,140,,4,For Sale,Apartment,Cash,"250,000 EGP",للبيع شقه فى النزهه٢شارع ال٢٧ بسعر لقطه لس...,New Nozha,
,2,1,115,,4,For Sale,Apartment,Cash,"630,000 EGP",الحى الثامن مدينة نصر,Nasr City,
,3,2,103,No,4,For Sale,Apartment,Cash,"1,200,000 EGPnegotiable",شقه للبيع في مدينتي مساحه 103 متر طرفيه عل...,Madinaty,
"Security,Covered Parking,Pets Allowed,Elevator,Balcony",2,2,155,No,3,For Sale,Apartment,Cash,"1,850,000 EGP",Village Garden Katameya VGK 155 m from own...,New Cairo - El Tagamoa,VGK
"Balcony,Security,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Elevator",3,3,175,No,Ground,For Sale,Apartment,Cash,"2,350,000 EGPnegotiable",شقة البيع بمدينتي لراغي ارضي بحديقة ١٧٥ م ...,Madinaty,
Elevator,3,2,160,,3,For Sale,Apartment,Cash,"1,600,000 EGPnegotiable",شقه ١٦٠ متر غرب اربيلا,New Cairo - El Tagamoa,
,3,2,135,,3,For Sale,Apartment,Cash,"1,500,000 EGPnegotiable",شقة بسعر تجاري وبتفاوض بالسعر لسرعة التنفي...,Madinaty,
"Balcony,Security,Covered Parking,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,130,No,10,For Sale,Apartment,Cash,"900,000 EGP",شقة للبيع 130مدينة نصر,Nasr City,
"Balcony,Pets Allowed,Electricity Meter,Natural Gas,Landline,Elevator",3,1,145,No,9,For Sale,Apartment,Cash,"1,000 EGP",شقة للبيع سوبر لوكس بعزبة النخل البيع مباش...,Ezbet El Nakhl,
"Balcony,Built in Kitchen Appliances,Electricity Meter,Water Meter,Natural Gas,Landline",4,2,200,No,2,For Sale,Apartment,Cash,"1,600,000 EGPnegotiable",شقة الترا لوكس للبيع بسعر مغرى جدا بالتجمع...,New Cairo - El Tagamoa,
"Built in Kitchen Appliances,Central A/C & heating,Electricity Meter",3,1,80,,3,For Sale,Apartment,Cash,"600,000 EGP",شقه ب رأس البر للبيع,Nasr City,
Balcony,2,1,100,No,2,For Sale,Apartment,Cash,"450,000 EGP",شقة للبيع بالنعام,Helmeyat El Zaytoun,
Balcony,4,2,160,No,5,For Sale,Apartment,Cash,"350,000 EGPnegotiable",شقة للبيع قباء كمبوند ميدو,Salam City,
"Balcony,Central A/C & heating,Security,Electricity Meter,Water Meter,Landline,Elevator",2,1,100,Yes,3,For Sale,Apartment,Cash,"1,350,000 EGP",شقه مفروشه مكتب للبيع باالزمالك 100متر,Zamalek,
"Balcony,Pets Allowed,Electricity Meter,Water Meter,Natural Gas",2,1,70,,5,For Sale,Apartment,Cash,"230,000 EGPnegotiable",شقة للبيع بمجاورة ٢٥,Helwan,
"Balcony,Pets Allowed,Security,Electricity Meter,Water Meter,Natural Gas,Landline",3,2,190,No,3,For Sale,Apartment,Cash,"1,250,000 EGPnegotiable",شقة للبيع بالقاهرة الجديدة (التجمع الخامس ...,Nasr City,Abu Al-Hool
"Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,1,115,No,4,For Sale,Apartment,Cash,"780,000 EGP",للبيع شقة الزيتون شارع طومانباى,Ain Shams,
Water Meter,10,6,650,No,,For Sale,Apartment,Cash,"5,000,000 EGPnegotiable",فيلا دبلكس,Obour City,
"Balcony,Built in Kitchen Appliances,Central A/C & heating,Security,Electricity Meter,Water Meter,Elevator",3,2,135,No,6,For Sale,Apartment,Cash,"1,800,000 EGP",شقه للبيع بمدينتى (code 102),Madinaty,Madinaty
"Balcony,Central A/C & heating,Covered Parking,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,250,,10,For Sale,Apartment,Cash,"1,000 EGP",شقه 250 متر بالمعادي بالفرش,Downtown Cairo,
"Electricity Meter,Natural Gas,Landline",2,1,70,No,Ground,For Sale,Apartment,Cash,"16,000 EGP",شقه للبيع,Salam City,
"Electricity Meter,Water Meter,Elevator",3,2,145,No,1,For Sale,Apartment,Cash,"700,000 EGPnegotiable",شقة متميزة ١٤٥م بمدينة الشروق المنطقة التا...,Heliopolis,
,2,1,86,No,4,For Sale,Apartment,Cash,"350,000 EGPnegotiable",شقه في الحي العاشر مدينه من المالك,Nasr City,
"Balcony,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,200,No,8,For Sale,Apartment,Cash,"2,000,000 EGP",شقة فاخرة بالقرب من نادي الغابة,Heliopolis,
"Balcony,Security,Water Meter,Landline",3,2,160,No,Ground,For Sale,Apartment,Cash,"700,000 EGPnegotiable",شقة للبيع بالحي التاسع,Obour City,
"Balcony,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,220,No,1,For Sale,Apartment,Cash,"1,600,000 EGP",220م شقه فاخره للبيع باول عباس العقاد بجوا...,Nasr City,
"Security,Electricity Meter,Elevator",3,3,155,No,3,For Sale,Apartment,Cash,"1,900,000 EGPnegotiable",شقة بيع الرحاب مساحة 155م قريب من مول 1,Rehab City,Rehab City
,3,2,225,No,1,For Sale,Apartment,Cash,"1,000,000 EGP",شقه لقطه المعراج العلوي سوبر لوكس ٢٢٥ متر,Maadi,
"Balcony,Covered Parking,Security,Electricity Meter,Water Meter,Landline,Elevator",3,1,143,No,3,For Sale,Apartment,Cash,"1,550,000 EGP",للبيع بمدينتي بالb6 شقة 143م دور تالت جارد...,Madinaty,
Electricity Meter,3,2,155,No,Ground,For Sale,Apartment,Cash,"675,000 EGPnegotiable",شقه للبيع بسعر مغري,Badr City,
"Balcony,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,1,115,No,4,For Sale,Apartment,Cash,"700,000 EGP",فرصة خيالية بكمبوند سما القاهرة 115م بجوار...,Katameya,Sama
"Electricity Meter,Water Meter",3,1,175,No,2,For Sale,Apartment,Cash,"925,000 EGPnegotiable",شقة للبيع,Shorouk City,
,2,3,112,No,Ground,For Sale,Apartment,Cash,"2,350,000 EGPnegotiable",شقه بيع بالرحاب٢ ارض بحديقه تشطيب الترا سو...,Rehab City,Rehab City
"Balcony,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline",3,2,160,No,1,For Sale,Apartment,Cash,"1,350,000 EGP",شقة 160 متر للبيع قرب فندق سونيستا متفرع م...,Nasr City,
,3,2,150,No,7,For Sale,Apartment,Cash,"220,000 EGP",بجسر السويس شقتك استلام فوري,Gesr Al Suez,
"Security,Electricity Meter,Water Meter,Natural Gas",1,2,92,No,Ground,For Sale,Apartment,Cash,"1,300,000 EGP",شقه للبيع في الرحاب 2 ارضي بدون حديقه 92 م...,Rehab City,Rehab City
,2,2,140,,6,For Sale,Apartment,Cash,"1,300,000 EGP",شقه للبيع في المعادي الجديده امام القمر ال...,Maadi,
,2,2,110,,1,For Sale,Apartment,Cash,"1,300,000 EGP",شقة بغرب ارابيلا بالتجمع الخامس,New Cairo - El Tagamoa,Arabella Village
"Balcony,Maids Room,Security,Pool,Natural Gas,Elevator",3,3,191,,3,For Sale,Apartment,Cash,"3,350,000 EGP",شقة 191 متر إيست تاون باركس أفضل سعر,New Cairo - El Tagamoa,Eastown
"Balcony,Private Garden,Security,Central A/C & heating,Electricity Meter,Water Meter,Natural Gas,Elevator,Landline",2,1,87,No,Ground,For Sale,Apartment,Cash,"1,200,000 EGP",شقة للبيع بمدينتي b6 ارضي بجاردن 78 متر وف...,Madinaty,Madinaty
"Balcony,Pets Allowed,Electricity Meter",3,2,265,No,1,For Sale,Apartment,Cash,"1,700,000 EGP",شقة للبيع استلام فوري بالتجمع التالت فيها ...,New Cairo - El Tagamoa,
,2,1,90,Yes,4,For Sale,Apartment,Cash,"1,330,000 EGP",شقه لقططه ٩٠م تشطيب خاص///D,Madinaty,Madinaty
,2,1,70,No,2,For Sale,Apartment,Cash,"460,000 EGPnegotiable",‎للبيع شقة 70 متر بالتجمع الثالث دور 2 بحر...,New Cairo - El Tagamoa,
"Balcony,Security,Covered Parking,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Elevator",3,3,205,No,3,For Sale,Apartment,Cash,"1,400,000 EGPnegotiable",شقة للبيع بكمبوند تيجان 205م بسعر مغري,Zahraa Al Maadi,Tijan
"Balcony,Covered Parking,Pets Allowed,Private Garden,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,200,No,Ground,For Sale,Apartment,Cash,"1,600,000 EGP",شقة للبيع سوبر لوكس بمربع الوزراء شيراتون,Sheraton,
"Balcony,Elevator",3,2,200,No,4,For Sale,Apartment,Cash,"495,000 EGP",روف بسعر خرافي بجاردينيا ١ على حديقة شامل ...,New Cairo - El Tagamoa,Abu Al-Hool
"Balcony,Electricity Meter,Landline",3,1,100,Yes,1,For Sale,Apartment,Cash,"400,000 EGP",شقة للبيع ١٠٠م بالبساتين بجوار حديقه سوزان...,Downtown Cairo,
,3,2,150,No,6,For Sale,Apartment,Cash,"830,000 EGP",شقه 150متر سوبر لوكس ابراج الشرطه امتداد ا...,Maadi,
"Balcony,Covered Parking,Maids Room,Security,Pool,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,4,210,No,2,For Sale,Apartment,Cash,"5,500,000 EGPnegotiable",Amazing Apartment for SALE in { El Patio 7...,New Cairo - El Tagamoa,EL Patio 7
"Balcony,Covered Parking,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,103,No,4,For Sale,Apartment,Cash,"1,200,000 EGPnegotiable",للبيع بمدينتي بالb6 شقة 103م دور رابع جارد...,Madinaty,
"Security,Electricity Meter,Water Meter,Natural Gas,Landline",2,1,125,No,5,For Sale,Apartment,Cash,"1,000,000 EGPnegotiable",شقه في مساكن شيراتون للبيع,Sheraton,
"Electricity Meter,Water Meter,Natural Gas",2,1,68,No,4,For Sale,Apartment,Cash,"230,000 EGP",للبيع شقة ٦٨ متر,Obour City,Not in Compound
,3,1,300,Yes,Ground,For Sale,Apartment,Cash,"450,000 EGPnegotiable",من المالك مباشره امتلك بيرزمت في ارقي مناط...,New Cairo - El Tagamoa,
"Balcony,Security",3,3,185,,2,For Sale,Apartment,Cash,"1,580,000 EGP",Apartment for sale in The Square Compound-...,New Cairo - El Tagamoa,The Square
"Balcony,Security",3,3,162,,2,For Sale,Apartment,Cash,"1,450,000 EGP",شقه للبيع في كومبوند ذا سكويرموقع مميز-em,New Cairo - El Tagamoa,The Square
Balcony,3,3,180,No,1,For Sale,Apartment,Cash,"1,500,000 EGPnegotiable",شقه للبيع بالتجمع الخامس بسعر خيالي,New Cairo - El Tagamoa,
,2,1,78,No,Ground,For Sale,Apartment,Cash,"1,200,000 EGP",متر بحديقه 50 متر للبيع بمدينتي بالناااااا...,Madinaty,Madinaty
Balcony,3,2,150,No,3,For Sale,Apartment,Cash,"1,350,000 EGP",شقة للبيع بمصر الجديدة,Heliopolis,
"Balcony,Built in Kitchen Appliances,Private Garden,Central A/C & heating,Security,Covered Parking,Maids Room,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,160,No,Ground,For Sale,Apartment,Cash,"2,350,000 EGP",للبيع بسعر لقطه تجاري وايد جاردن تشطيب سوب...,Madinaty,Madinaty
"Balcony,Built in Kitchen Appliances,Central A/C & heating,Covered Parking,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,103,Yes,1,For Sale,Apartment,Cash,"1,500,000 EGPnegotiable",للبيع بمدينتي بالb6 شقة 103م تشطيب خاص جار...,Madinaty,
"Balcony,Electricity Meter",3,1,90,No,2,For Sale,Apartment,Cash,"100,000 EGPnegotiable",شقة للبع,Downtown Cairo,
,3,3,220,No,9,For Sale,Apartment,Cash,"1,250,000 EGP",للبيع شقة 220م بكمبوند بافاريا تاون بسعر ل...,Zahraa Al Maadi,
,3,2,230,No,3,For Sale,Apartment,Cash,"2,550 EGP",شقة ٢٣٠م مصر الجديدة,Madinaty,Not in Compound
"Balcony,Built in Kitchen Appliances,Electricity Meter,Water Meter,Natural Gas,Landline",2,1,125,Yes,1,For Sale,Apartment,Cash,"800,000 EGPnegotiable",شقة 125 متر للبيع,Ramses + Ramses Extension,
"Balcony,Electricity Meter,Water Meter,Landline",3,2,170,No,4,For Sale,Apartment,Cash,"550,000 EGP",شقه للبيع بسعر مغري,Badr City,
"Balcony,Covered Parking,Pets Allowed,Security,Pool,Electricity Meter,Water Meter,Natural Gas,Elevator",2,2,113,No,6,For Sale,Apartment,Cash,"970,000 EGPnegotiable","شقة للبيع استلام فوري113 متر ب ""دجلة تاورز...",Nasr City,Degla Towers
"Balcony,Covered Parking,Pets Allowed,Water Meter,Natural Gas,Landline,Elevator",3,2,160,No,2,For Sale,Apartment,Cash,"1,500,000 EGP",شقة للبيع بعمارت نيركو المعادى الجديدة واج...,Zahraa Al Maadi,
"Balcony,Covered Parking,Pets Allowed,Security,Pool,Electricity Meter,Water Meter,Natural Gas,Elevator",3,3,211,No,3,For Sale,Apartment,Cash,"2,600,000 EGP",للبيع شقه 211م بمدينتى ممتازه جدا فى B1,Madinaty,Madinaty
,3,2,160,,2,For Sale,Apartment,Cash,"2,100,000 EGP",For sale,Downtown Cairo,
"Balcony,Security,Electricity Meter,Water Meter,Elevator",3,2,120,No,10+,For Sale,Apartment,Cash,"325,000 EGP",شقه تمليك 120 متر,Gesr Al Suez,
"Balcony,Elevator",3,1,100,No,9,For Sale,Apartment,Cash,"300,000 EGP",شقة فى جسر السويس امام فندق السلام فى شارع...,New Cairo - El Tagamoa,
"Balcony,Security,Water Meter,Elevator",3,1,116,No,4,For Sale,Apartment,Cash,"650,000 EGPnegotiable",معروض للبيع بالب 10 بمدينتى باسعار زمان 11...,Madinaty,Madinaty
,3,2,140,No,4,For Sale,Apartment,Cash,"580,000 EGP",شقه بالعاصمة الاداريه الجديدة,Mokattam,
"Balcony,Covered Parking,Pets Allowed,Security,Electricity Meter,Water Meter,Natural Gas",3,2,230,,1,For Sale,Apartment,Cash,"1,350,000 EGP",للبيع شقة في مدينة نصر شارع احمد فخري تشطي...,Nasr City,
"Balcony,Security,Electricity Meter,Water Meter,Natural Gas,Elevator",3,2,175,No,3,For Sale,Apartment,Cash,"2,350,000 EGP",للبيع بمدينتى شقة ١٧٥ متر فيو وايد جاردن,Madinaty,Madinaty
"Balcony,Built in Kitchen Appliances,Security,Covered Parking,Water Meter,Natural Gas,Elevator",2,2,180,No,4,For Sale,Apartment,Cash,"2,200,000 EGP",شقه للبيع في مصر الجديدة,Heliopolis,
,2,1,135,No,Ground,For Sale,Apartment,Cash,"670,000 EGP",شقة للبيع في ثكنات,Maadi,
"Balcony,Security,Covered Parking,Electricity Meter,Water Meter,Elevator",3,3,178,No,4,For Sale,Apartment,Cash,"1,950,000 EGP",شقة لقطه بأقل سعر في السوق شقة بمدينتي 175...,Madinaty,
"Balcony,Electricity Meter",2,1,100,No,8,For Sale,Apartment,Cash,"600,000 EGPnegotiable",شقه للبيع بثراياالقبه من جسرالسويس,Helmeyat El Zaytoun,
"Balcony,Electricity Meter,Natural Gas,Landline",2,1,160,No,1,For Sale,Apartment,Cash,"750,000 EGPnegotiable",شقة للبيع في حمامات القبة,Helmeyat El Zaytoun,
"Balcony,Pets Allowed,Private Garden,Security,Pool,Electricity Meter,Water Meter,Natural Gas,Landline",3,3,190,No,Ground,For Sale,Apartment,Cash,"3,550,000 EGP",تطل مباشرة علي 8 فدان لاند سكيب شقه 190م أ...,New Cairo - El Tagamoa,Eastown
,2,1,70,,3,For Sale,Apartment,Cash,"390,000 EGP",شقه 70م للبيع بالتجمع الاول بالمجاوره الرا...,New Cairo - El Tagamoa,
"Balcony,Private Garden,Security,Electricity Meter,Water Meter,Natural Gas,Elevator",2,1,78,No,Ground,For Sale,Apartment,Cash,"1,200,000 EGP",فرصة بمدينتى ارضى بجاردن للتملك,Madinaty,Madinaty
"Balcony,Security,Covered Parking,Maids Room",3,3,170,No,2,For Sale,Apartment,Cash,"2,100,000 EGP",Apartment for sale at galleria moon valley,New Cairo - El Tagamoa,Galleria Moon Valley
"Balcony,Covered Parking,Pets Allowed,Security,Electricity Meter,Water Meter",3,2,220,No,2,For Sale,Apartment,Cash,"2,250,000 EGP",شقة رائعه تطل على مساحه خضراء 5 فدان للبيع...,New Cairo - El Tagamoa,
,2,1,82,No,5,For Sale,Apartment,Cash,"1,000,000 EGP",شقة لقطه للبييع,Madinaty,Madinaty
"Balcony,Covered Parking,Pets Allowed,Security,Pool,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,145,No,9,For Sale,Apartment,Cash,"1,130,000 EGP",لهواة اقتناص الفرص للاستثمار - 145 متر بكم...,Zahraa Al Maadi,One Kattameya
,3,2,160,,1,For Sale,Apartment,Cash,"795,000 EGP",شقه تحفه للبيع,Helwan,
"Balcony,Security,Pool,Electricity Meter,Water Meter,Natural Gas,Elevator",3,2,144,No,5,For Sale,Apartment,Cash,"1,365,000 EGPnegotiable",اول سكن الترا سوبر لوكس بسرع محروق للبيع ك...,Ain Shams,
Balcony,3,1,130,No,6,For Sale,Apartment,Cash,"650,000 EGPnegotiable",شقة ١٣٠ م للبيع طوب احمر مرخصه و مسجله بال...,Helmeyat El Zaytoun,
Elevator,3,2,220,Yes,4,For Sale,Apartment,Cash,"1,500,000 EGP",للبيع لقطه شقه 220 متر في اميز مناطق المقط...,Mokattam,
"Built in Kitchen Appliances,Security,Water Meter,Landline",2,2,160,No,3,For Sale,Apartment,Cash,"450,000 EGP",شقه بزهراء مدينة نصر,Nasr City,
