title,location,bedrooms,bathrooms,area,price,compound,location_neighborhood,location_city,Partly_furnished,Security,Balcony,Shared_Gym,Networked,Shared_Pool,View_of_Water,View_of_Landmark,Children's_Play_Area,Barbecue_Area,Covered_Parking,Shared_Spa,Unfurnished,Kitchen_Appliances,Central_A/C,Children's_Pool,Concierge,Built_in_Wardrobes,Lobby_in_Building,Study,Walk-in_Closet,Pets_Allowed,Maid_Service,Private_Garden,Maids_Room,Private_Gym,Private_Jacuzzi,Private_Pool,Furnished
فرصه بأقل اوفر شقه 106م فيو جاردن للبيع بمدينتي,"Madinaty, Cairo",2,1,106,430000.0,0,Madinaty,Madinaty,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
دوبلكس 447م استلام فوري في الشروق بالمنطقة السابعة,"2nd Neighborhood, 7th Area, Shorouk City, Cairo",3,3,447,1788000.0,0,7th Area, Shorouk City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
للبيع شقه 140 م باللوتس الشماليه تشطيب الترا لوكس,"North Lotus, El Lotus, New Cairo City, Cairo",3,2,140,1550000.0,0,El Lotus, New Cairo City,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
شقه للبيع مدينتي سعر لقطه 107م دور رابع على حديقه,"Madinaty, Cairo",2,1,107,1150000.0,0,Madinaty,Madinaty,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
شقه 130م للبيع بالمعادي هايتس كومباوند تبارك,"Tabarak, Zahraa El Maadi, Hay El Maadi, Cairo",3,2,130,850000.0,0,Zahraa El Maadi, Hay El Maadi,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
شقه بيع 140م بالبي10 بمدينتي علي اكبر وايد جاردن,"Madinaty, Cairo",3,2,140,1350000.0,0,Madinaty,Madinaty,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
امتلك شقة  في كمبوند OIA بالتقسيط ع 5 سنوات,"Oia, New Capital Compounds, New Capital City, Cairo",3,2,185,240500.0,1,New Capital Compounds, New Capital City,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
شقة للبيع بالتقسيط في موقع مميز في Swan Lake,"Swan Lake, The 1st Settlement, New Cairo City, Cairo",3,2,224,315000.0,0,The 1st Settlement, New Cairo City,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
شقة الترا سوبر لوكس للبيع فى ايستاون التجمع الخامس,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,210,3900000.0,1,The 5th Settlement, New Cairo City,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0
شقه 170م في كمبوند بالم سيتي القطاميه,"Palm City, El Katameya Compounds, El Katameya, New Cairo City, Cairo",3,3,170,1000000.0,1,El Katameya, New Cairo City,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
شقه للبيع في مصر الجديده بجانب حديقة الميريلاند,"Abdullah Al Nadim St., El Mahkama Square, Heliopolis - Masr El Gedida, Cairo",3,2,185,1650000.0,0,El Mahkama Square, Heliopolis - Masr El Gedida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
شقه باللوتس بموقع مميز تقسيط علي 6سنوات بدون فوائد,"South Lotus, El Lotus, New Cairo City, Cairo",3,3,228,1775000.0,0,El Lotus, New Cairo City,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
ارخص اكبر تاون علي افضل فيو باطول سداد بأقل مقدم,"Midtown Sky, New Capital Compounds, New Capital City, Cairo",5,4,350,3960000.0,1,New Capital Compounds, New Capital City,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
لسه مشتريتش في العاصمة يبقي لازم تشوف الاعلان ده,"Town Gate, New Capital Compounds, New Capital City, Cairo",3,2,195,1845000.0,1,New Capital Compounds, New Capital City,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
شقة للبيع بموقع   متميز بالزمالك,"Bahgat Ali St. (Ebn Al Nabeh), Zamalek, Cairo",2,2,128,2100000.0,0,Bahgat Ali St. (Ebn Al Nabeh), Zamalek,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
شقة ارضي بجاردن تشطيب فندقي مساحة 300 م حديقة 65 م,"Madinaty, Cairo",4,4,300,4700000.0,0,Madinaty,Madinaty,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0
شقة الرحاب-موقع مميز وفيو مفتوح امام النادي مباشره,"Abou Bakr Al Sedeek St., Rehab City Second Phase, Al Rehab, New Cairo City, Cairo",4,4,305,5800000.0,0,Al Rehab, New Cairo City,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
شقة 180 متر بماونتن فيو سيتى بمقدم 297 الف,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,1,180,297000.0,1,The 5th Settlement, New Cairo City,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0
شقه ٢٤٠ متر موقع متميز جدا وتشطيب الترا سوبر لوكس,"Madinaty, Cairo",3,3,240,3500000.0,0,Madinaty,Madinaty,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
شقة 163م استلام فوري في الشروق بالمنطقة الثالثة,"2nd Neighborhood, 7th Area, Shorouk City, Cairo",3,2,163,855750.0,0,7th Area, Shorouk City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
شقة للبيع في البوسكو العاصمة الادارية بمقدم 5%,"IL Bosco City, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3,2,182,125000.0,1,Mostakbal City Compounds, Mostakbal City - Future City,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
امتلك شقة في Swan lake residence بالتقسيط ع8 سنوات,"Swan Lake, The 1st Settlement, New Cairo City, Cairo",3,2,252,6903000.0,0,The 1st Settlement, New Cairo City,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
شقه (3غرف) للبيع بكمبوند تاج مصر العاصمه الاداريه,"De Joya, New Capital Compounds, New Capital City, Cairo",3,2,181,180000.0,1,New Capital Compounds, New Capital City,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
شقه للبيع 145م تشطيب كامل العاصمة الجديدة,"Midtown Sky, New Capital Compounds, New Capital City, Cairo",2,1,145,1885000.0,1,New Capital Compounds, New Capital City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
شقه مونتن فيو Icity التجمع الخامس 150م بنظام فيلا,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,150,2615000.0,1,The 5th Settlement, New Cairo City,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
شقة 140م بمكان مميز في الشروق بالمنطقة السادسة,"6th Area East, Shorouk City, Cairo",3,2,140,750000.0,0,6th Area East, Shorouk City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ادفع 800 الف واستلم فورى والباقى على 24 شهر,"Al Shaheed Mostafa Shams El Deen St., El Hegaz Square, El Nozha, Cairo",3,2,185,1550000.0,0,El Hegaz Square, El Nozha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
بمدينتي شقه 245م ب8 فرصه بأقل اوفروتسهيلات فالسداد,"Madinaty, Cairo",4,3,245,1500000.0,0,Madinaty,Madinaty,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
للبيع بشارع التسعين شقة بانوراما بحري 220 متر,"North Lotus, El Lotus, New Cairo City, Cairo",3,3,220,2200000.0,0,El Lotus, New Cairo City,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
شقة ارضى بحديقة فى كمبوند ريجينتس بارك.,"Regents Park, Al Andalus District, New Cairo City, Cairo",2,3,140,1750000.0,0,Al Andalus District, New Cairo City,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
شقه للبيع بمدينتي بسعر مغري ارضي بحديقه بفيو خيال,"Madinaty, Cairo",2,2,108,1350000.0,0,Madinaty,Madinaty,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0
للبيع فيلا نموذج a تشطيبات خاصه وبحمام سباحه,"Abdel Halim Hafez St., Rehab City Third Phase, Al Rehab, New Cairo City, Cairo",3,3,385,6200000.0,0,Al Rehab, New Cairo City,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
شقة للبيع بالزمالك تشطيب حديث                   .,"26th July St., Zamalek, Cairo",3,3,250,4300000.0,0,26th July St., Zamalek,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0
فيلا منفصلة روعه للبيع في مدينتي علي الجولف مباشر.,"Madinaty, Cairo",4,5,1000,12500000.0,0,Madinaty,Madinaty,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0
شقه للبيع165م علي وايد جاردن بأقل اوفر لسرعة البيع,"Madinaty, Cairo",3,3,165,835000.0,0,Madinaty,Madinaty,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
شقة 165م استلام فوري في الشروق بالمنطقة السابعة,"2nd Neighborhood, 7th Area, Shorouk City, Cairo",3,2,165,850000.0,0,7th Area, Shorouk City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
شقة بسعر لقطة استلم فوري و اسكن بقلب مصر الجديدة,"Al Nozha St., Almazah, Heliopolis - Masr El Gedida, Cairo",2,2,160,1350000.0,0,Almazah, Heliopolis - Masr El Gedida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
شقه لبيع بمدينتي ارضي بجاردن96م تشطيب خاص فيوجاردن,"Madinaty, Cairo",2,2,96,1300000.0,0,Madinaty,Madinaty,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0
شقة 150م للبيع بالعاصمة الإدارية مقدم تقسيط 10س,"De Joya, New Capital Compounds, New Capital City, Cairo",3,2,150,150000.0,1,New Capital Compounds, New Capital City,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
للبيع بمدينتي شقه تقسيط بسعر الكاش فيو وايد جاردن,"Madinaty, Cairo",4,3,200,2166000.0,0,Madinaty,Madinaty,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
شقة للبيع كاش بمدينتى 90م2 تشطيب خاص بأقل سعر .,"Madinaty, Cairo",2,2,90,980000.0,0,Madinaty,Madinaty,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
شقة للبيع 280 متر في المربع الذهبي,"Fareek Awal Ali Amer St., 6th Zone, Nasr City, Cairo",3,3,280,2700000.0,0,6th Zone, Nasr City,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
شقه 100متر بالعاصمه الاداريه للبيع,"Park Lane, New Capital Compounds, New Capital City, Cairo",2,2,100,1100000.0,1,New Capital Compounds, New Capital City,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
للتمليك بالرحاب أرضي بحديقة خاصة 160م تشطيبات خاصة,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",3,3,160,2600000.0,0,Al Rehab, New Cairo City,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0
شقه181م للبيع بالتقسيط في العاصمة الادارية الجديده,"De Joya, New Capital Compounds, New Capital City, Cairo",3,2,181,180000.0,1,New Capital Compounds, New Capital City,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
شقة للبيع فى البنفسج عمارات 3 غرف تشطيب سوبر لوكس,"El Banafseg Apartment Buildings, El Banafseg, New Cairo City, Cairo",3,2,156,1650000.0,0,El Banafseg, New Cairo City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
apartment for sale في العاصمة واستفيد من الخصم,"Town Gate, New Capital Compounds, New Capital City, Cairo",3,2,170,154000.0,1,New Capital Compounds, New Capital City,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
أرخص شقة للبيع بمدينتى135م فيو جاردن بجوار الخدمات,"Madinaty, Cairo",3,2,135,1500000.0,0,Madinaty,Madinaty,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Fully Finished Apartment In Mivida 200m  View,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,4,200,3800000.0,1,The 5th Settlement, New Cairo City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apartment Corner in Mountain View Hyde Park      .,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4,274,2850000.0,1,The 5th Settlement, New Cairo City,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0
Chalet 128 m2 For Sale at Water way - North Coast,"The Water Way, North Investors Area, New Cairo City, Cairo",2,1,128,3700000.0,0,North Investors Area, New Cairo City,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Finished Apartment minutes from AUC Century City,"Century City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,2,136,1755000.0,1,The 5th Settlement, New Cairo City,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0
Apartment with special view for sale in Madinty B3,"Madinaty, Cairo",3,2,135,1650000.0,0,Madinaty,Madinaty,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apartment in New Capital Very Prime Location,"Castle Landmark, New Capital Compounds, New Capital City, Cairo",3,3,190,1888400.0,1,New Capital Compounds, New Capital City,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0
Apartment Fully finished Century City  New Cairo .,"Century City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,173,2500500.0,1,The 5th Settlement, New Cairo City,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0
Penthouse Corner at Fifth Square Al Marassem,"Fifth Square, North Investors Area, New Cairo City, Cairo",3,2,175,2300000.0,0,North Investors Area, New Cairo City,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
mivida apartment 200 under market price,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,200,3300000.0,1,The 5th Settlement, New Cairo City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Super Lux Apartment view pool and park New Cairo,"Century City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,151,2122000.0,1,The 5th Settlement, New Cairo City,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0
شقه 115م للبيع استلام فوري بالتجمع الخامس,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,115,2800000.0,1,The 5th Settlement, New Cairo City,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0
شقتك في  كمبوند دي جويا  العاصمة مساحة تبد من 70م,"De Joya, New Capital Compounds, New Capital City, Cairo",1,1,70,612500.0,1,New Capital Compounds, New Capital City,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Village garden Katameya apartment fully finished.,"Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,176,2300000.0,1,The 5th Settlement, New Cairo City,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Apartment 136m for sale at Regents Park 2 bedrooms,"Regents Park, Al Andalus District, New Cairo City, Cairo",2,2,136,1500000.0,0,Al Andalus District, New Cairo City,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Amazing aprtment 160 m with low over at al marssem,"Fifth Square, North Investors Area, New Cairo City, Cairo",3,3,152,2600000.0,0,North Investors Area, New Cairo City,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
Prime location 3 beds apartment with nanny in CFC,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",3,4,233,5100000.0,0,North Investors Area, New Cairo City,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0
"Apartment 197m for sale at mivida "" Boulevard ""","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,197,4250000.0,1,The 5th Settlement, New Cairo City,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
Fully finished apartment forsale 114m Century City,"Century City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,3,114,1525000.0,1,The 5th Settlement, New Cairo City,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0
Apartment for sale address east fully finished,"The Address East, 90 Street, The 5th Settlement, New Cairo City, Cairo",3,2,147,1500000.0,0,The 5th Settlement, New Cairo City,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
Under Market Price - Typical 2 Bedroom.,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,3,142,2048700.0,1,The 5th Settlement, New Cairo City,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ground floor apartment at Zizinia at New Cairo,"Zizinia St., South Investors Area, New Cairo City, Cairo",3,2,240,2200000.0,0,South Investors Area, New Cairo City,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
Finished Apartment Century City minutes from AUC,"Century City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,188,2595000.0,1,The 5th Settlement, New Cairo City,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0
Apartment for sale 167M the square Sabbour,"The Square, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,167,1550000.0,1,The 5th Settlement, New Cairo City,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Apartment 216sqm for sale at The Capital Way,"The Capital Way, New Capital Compounds, New Capital City, Cairo",3,3,216,4250000.0,1,New Capital Compounds, New Capital City,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
under market price 205 fifth square fully finished,"Fifth Square, North Investors Area, New Cairo City, Cairo",3,4,205,4100000.0,0,North Investors Area, New Cairo City,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
apartment for sale in yasmine 8 with facilitation,"El Yasmeen 8, El Yasmeen, New Cairo City, Cairo",3,3,200,2150000.0,0,El Yasmeen, New Cairo City,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
family house for sale 390m in Golden Square PH,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5,4,390,560000.0,1,The 5th Settlement, New Cairo City,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0
165m Fully Finished Apartment+Garden in El Patio 7,"El Patio 7, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,2,165,3500000.0,1,The 5th Settlement, New Cairo City,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Apartment with garden or sale in Eastown sodic ..,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,190,3200000.0,1,The 5th Settlement, New Cairo City,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Apartment Unit Corner At Mivida Boulevard 148m,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,148,2800000.0,1,The 5th Settlement, New Cairo City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apartment in the Square under market Price       .,"The Square, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,132,1085000.0,1,The 5th Settlement, New Cairo City,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
ِApartment for sale in Mountain view hydepark,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,3,133,2050000.0,1,The 5th Settlement, New Cairo City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apartment for sale 190 SQM & 120 Garden,"Street 12, District 1, The 5th Settlement, New Cairo City, Cairo",3,3,190,2300000.0,0,The 5th Settlement, New Cairo City,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pay 738000 EGP only and own your apt in MVERK now,"Mountain View Executive, Al Andalus District, New Cairo City, Cairo",2,2,140,738000.0,0,Al Andalus District, New Cairo City,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Apartment for sale at  great price in Degla Towers,"Degla Towers, Nasr City Compounds, Nasr City, Cairo",2,1,115,1150000.0,1,Nasr City Compounds, Nasr City,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0
Fully finished apartment compound  mivida Emaar..,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,186,3300000.0,1,The 5th Settlement, New Cairo City,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Apartment For Sale in the square Prime location,"The Square, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,170,2566000.0,1,The 5th Settlement, New Cairo City,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
Fully Finished High specs 2 Bedrooms with Garage,"Palm Hills Village Gate, South Investors Area, New Cairo City, Cairo",2,2,146,2850000.0,0,South Investors Area, New Cairo City,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1
NO OVER hot deal regents park apart  garden FINISH,"Regents Park, Al Andalus District, New Cairo City, Cairo",1,1,101,2181075.0,0,Al Andalus District, New Cairo City,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
Apartment at South Academy nice Location Super Lux,"Mohamed Hussein Mahmoud St., Area E, Ganoob El Acadimia, New Cairo City, Cairo",3,3,200,2600000.0,0,Ganoob El Acadimia, New Cairo City,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0
Ultra ultra modern furnished flat 180 sqm for sale,"Sarayat Al Maadi, Hay El Maadi, Cairo",3,3,180,3500000.0,0,Sarayat Al Maadi, Hay El Maadi,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1
Apartment for sale 134 m in compound Al Burouj,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",2,2,134,1744544.0,1,El Shorouk Compounds, Shorouk City,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apartment with lake view sale Lake View Residences,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,204,3820000.0,1,The 5th Settlement, New Cairo City,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Apartment with 20%Discount in Taj City Over 6Years,"Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,157,2192000.0,1,The 5th Settlement, New Cairo City,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Specila apartment With 10% DP &10 years install,"De Joya, New Capital Compounds, New Capital City, Cairo",3,2,135,1280000.0,1,New Capital Compounds, New Capital City,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
apartment for sale in rehab ground floor finished,"Ahmed Bin Hanbal St., Rehab City First Phase, Al Rehab, New Cairo City, Cairo",2,1,74,1100000.0,0,Al Rehab, New Cairo City,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Apartment for sale 115 m in Iwan on 90th Street,"Iwan East, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,115,2242500.0,1,The 5th Settlement, New Cairo City,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
