title,price,location,property_type,bedrooms,bathrooms,area,amenities,creattion_date
Apartment for sale in Lake View with installments.,"
          2,625,000
              EGP  ","Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,4 ,3 ,262 sqm,"['Unfurnished', 'Security', ""Children's Pool"", 'Concierge', 'Maid Service', 'Lobby in Building', 'Balcony', 'Shared Gym', 'Maids Room', 'Study', 'Shared Pool', 'Pets Allowed', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking']",Listed:1 day ago
Apartment For Sale N Galleria With Excellent Price,"
          2,000,000
              EGP  ","Galleria Moon Valley, South Investors Area, New Cairo City, Cairo",Apartment,3 ,2 ,139 sqm,"['Unfurnished', 'Security', 'Balcony', 'Shared Gym', 'Shared Pool', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Shared Spa']",Listed:1 day ago
Apartment IN New Capital with 7%discount zero%Dp,"
          1,333,000
              EGP  ","R7, New Capital City, Cairo",Apartment,2 ,3 ,124 sqm,"['Unfurnished', 'Security', ""Children's Pool"", 'Maid Service', 'Balcony', 'Shared Gym', 'Study', 'Networked', 'Shared Pool', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking', 'Shared Spa']",Listed:18 hours ago
استلام فورى بالعداد- اللوتس  تانى نمره من التسعين,"
          1,300,000
              EGP  ","South Lotus, El Lotus, New Cairo City, Cairo",Apartment,3 ,2 ,167 sqm,"['Unfurnished', 'Security', 'Concierge', 'Lobby in Building', 'Balcony', 'Networked', 'Pets Allowed', 'View of Landmark', 'Covered Parking']",Listed:37 minutes ago
Apartment f sale Nasr City 260m registered garage,"
          2,700,000
              EGP  ","Al Sheikh Mohammed Al Nadi St., 6th Zone, Nasr City, Cairo",Apartment,3 ,2 ,260 sqm,"['Unfurnished', 'Kitchen Appliances', 'Security', 'Concierge', 'Maid Service', 'Built in Wardrobes', 'Balcony', 'Walk-in Closet', 'Networked', 'Barbecue Area', 'Covered Parking']",Listed:1 day ago
New Capital Apartment for sale|45%discount|7 years,"
          535,000
              EGP  ","Midtown Sky, New Capital Compounds, New Capital City, Cairo",Apartment,1 ,1 ,90 sqm,"['Unfurnished', 'Security', 'Lobby in Building', 'Balcony', 'Shared Gym', 'Study', 'Networked', 'Shared Pool', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking', 'Shared Spa']",Listed:22 hours ago
Apartment for sale in Stone Residence,"
          1,550,000
              EGP  ","Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,175 sqm,"['Unfurnished', 'Security', 'Balcony', 'Pets Allowed']",Listed:22 hours ago
Newly Renovated Apt With Garden In Garden City,"
          3,150,000
              EGP  ","Aisha Al Taymorya St., Garden City, Cairo",Apartment,3 ,2 ,230 sqm,"['Furnished', 'Kitchen Appliances', 'Security', 'Balcony']",Listed:1 day ago
OWN YOUR UNIT IN SCENE 7 NEW CAPITAL 10% OVER 10 Y,"
          1,300,000
              EGP  ","R7, New Capital City, Cairo",Apartment,2 ,3 ,124 sqm,"['Unfurnished', 'Kitchen Appliances', 'Balcony', 'Private Gym', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area']",Listed:1 day ago
Duplex for sale in zahraa el maadi 270m .       .,"
          1,900,000
              EGP  ","Ring Road, Zahraa El Maadi, Hay El Maadi, Cairo",Apartment,3 ,3 ,270 sqm,"['Unfurnished', 'Kitchen Appliances', 'Security', 'Concierge', 'Lobby in Building', 'Balcony', 'Networked', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area']",Listed:2 days ago
palm Hills the village apartment for sale,"
          3,250,000
              EGP  ","The Village, South Investors Area, New Cairo City, Cairo",Apartment,2 ,2 ,146 sqm,"['Unfurnished', 'Security', 'Lobby in Building', 'Balcony', 'Pets Allowed']",Listed:2 days ago
flat 198m fully finished in front of pool mivida,"
          4,250,000
              EGP  ","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,4 ,4 ,198 sqm,"['Unfurnished', 'Security', 'Private Garden', 'Concierge', 'Maid Service', 'Lobby in Building', 'Balcony', 'Walk-in Closet', 'Networked', 'Shared Pool', 'Pets Allowed', 'View of Water', 'View of Landmark', 'Barbecue Area', 'Covered Parking']",Listed:2 days ago
Apartment WITH lowest price11% dp  for 11 years,"
          1,650,000
              EGP  ","Sueno, New Capital Compounds, New Capital City, Cairo",Apartment,3 ,3 ,150 sqm,"['Unfurnished', 'Security', 'Private Garden', ""Children's Pool"", 'Concierge', 'Lobby in Building', 'Balcony', 'Shared Gym', 'Study', 'Walk-in Closet', 'Shared Pool', 'Pets Allowed', 'View of Water', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking', 'Shared Spa']",Listed:1 day ago
"Apartment 168 m view lakes, Menorca instalment 10y","
          1,623,000
              EGP  ","Menorca, New Capital Compounds, New Capital City, Cairo",Apartment,3 ,3 ,168 sqm,"['Unfurnished', 'Kitchen Appliances', 'Security', 'Lobby in Building', 'Balcony', 'Shared Gym', 'Walk-in Closet', 'Networked', 'View of Water', 'View of Landmark', 'Shared Spa']",Listed:1 day ago
Apartment 202m For Sale Good Price Prime Location,"
          2,200,000
              EGP  ","Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,202 sqm,"['Unfurnished', 'Security', 'Private Garden', ""Children's Pool"", 'Shared Gym', 'Shared Pool', 'View of Water', ""Children's Play Area"", 'Shared Spa']",Listed:2 days ago
Imm. Delivery 157m Apartment + Garden in Taj City,"
          2,250,000
              EGP  ","Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,157 sqm,"['Unfurnished', 'Security', 'Private Garden', 'Pets Allowed', 'View of Landmark']",Listed:2 days ago
Prime location apartment 227 meter in Taj City,"
          3,135,000
              EGP  ","Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,4 ,227 sqm,"['Unfurnished', 'Security', 'Balcony', 'Shared Gym', 'Shared Pool', 'Pets Allowed', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Shared Spa']",Listed:20 hours ago
"Semi finished apartment for sale ,Stone Residence","
          2,300,000
              EGP  ","Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,4 ,3 ,220 sqm,"['Unfurnished', 'Security', 'Balcony', 'Pets Allowed']",Listed:21 hours ago
3 Bedroom 5% DP 9Years Instament Haptown Mostakbal,"
          2,600,000
              EGP  ","HAP Town, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",Apartment,3 ,2 ,160 sqm,"['Unfurnished', 'Kitchen Appliances', 'Central A/C', 'Security', ""Children's Pool"", 'Concierge', 'Built in Wardrobes', 'Lobby in Building', 'Balcony', 'Shared Gym', 'Study', 'Walk-in Closet', 'Networked', 'Shared Pool', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking', 'Shared Spa']",Listed:1 day ago
apartment for sale at eastown new cairo,"
          2,550,000
              EGP  ","Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,2 ,156 sqm,"['Unfurnished', 'Security', 'Lobby in Building', 'Balcony', 'Shared Gym', 'Networked', 'Shared Pool', 'Pets Allowed', ""Children's Play Area"", 'Covered Parking', 'Shared Spa']",Listed:2 hours ago
Apartment 305 at rehab in front club house       .,"
          5,700,000
              EGP  ","Ali Ibn Abi Taleb St., Rehab City Fifth Phase, Al Rehab, New Cairo City, Cairo",Apartment,4 ,4 ,305 sqm,"['Furnished', 'Kitchen Appliances', 'Central A/C', 'Private Jacuzzi', 'Security', 'Private Garden', ""Children's Pool"", 'Concierge', 'Maid Service', 'Built in Wardrobes', 'Lobby in Building', 'Balcony', 'Private Gym', 'Shared Gym', 'Maids Room', 'Study', 'Walk-in Closet', 'Networked', 'Private Pool', 'Shared Pool', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking', 'Shared Spa']",Listed:2 hours ago
شقة مقدم110الف والباقي تقسيط 10سنوات في بارك لين,"
          1,100,000
              EGP  ","Park Lane, New Capital Compounds, New Capital City, Cairo",Apartment,2 ,2 ,105 sqm,"['Unfurnished', 'Kitchen Appliances', 'Central A/C', 'Security', ""Children's Pool"", 'Concierge', 'Lobby in Building', 'Balcony', 'Shared Gym', 'Study', 'Walk-in Closet', 'Networked', 'Shared Pool', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking', 'Shared Spa']",Listed:50 minutes ago
for sale in the village gate fully finished,"
          2,750,000
              EGP  ","The Village, South Investors Area, New Cairo City, Cairo",Apartment,2 ,2 ,146 sqm,"['Unfurnished', 'Kitchen Appliances', 'Central A/C', 'Private Garden', 'Lobby in Building', 'Balcony', 'Private Pool', 'Pets Allowed', 'Barbecue Area', 'Covered Parking']",Listed:1 day ago
Apartment 10 Years Installment Bloomfields 153 M,"
          2,000,000
              EGP  ","Bloomfields, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",Apartment,2 ,2 ,153 sqm,"['Unfurnished', 'Kitchen Appliances', 'Central A/C', 'Security', ""Children's Pool"", 'Concierge', 'Built in Wardrobes', 'Lobby in Building', 'Balcony', 'Shared Gym', 'Study', 'Walk-in Closet', 'Networked', 'Shared Pool', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking', 'Shared Spa']",Listed:1 day ago
Furnished Ground Floor For Rent Or Sale,"
          5,000,000
              EGP  ","Degla Square, Degla, Hay El Maadi, Cairo",Apartment,4 ,4 ,420 sqm,"['Partly furnished', 'Kitchen Appliances', 'Central A/C', 'Security', 'Private Garden', 'Built in Wardrobes', 'Balcony', 'Walk-in Closet', 'Networked', 'Pets Allowed', 'Covered Parking']",Listed:1 day ago
Apartment 140m for sale in Mountain View Hyde Park,"
          1,750,000
              EGP  ","Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,2 ,140 sqm,"['Unfurnished', 'Security', 'Balcony', 'Shared Gym', 'Shared Pool', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Shared Spa']",Listed:1 day ago
Apartment in galleria moon valley for sale 119 Sqm,"
          1,750,000
              EGP  ","Galleria Moon Valley, South Investors Area, New Cairo City, Cairo",Apartment,2 ,2 ,119 sqm,"['Unfurnished', 'Security', 'Balcony', 'Shared Gym', 'Shared Pool', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Shared Spa']",Listed:23 hours ago
Apartment in galleria moon valley for sale 119 Sqm,"
          1,750,000
              EGP  ","Galleria Moon Valley, South Investors Area, New Cairo City, Cairo",Apartment,2 ,2 ,119 sqm,"['Unfurnished', 'Security', 'Balcony', 'Shared Gym', 'Shared Pool', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Shared Spa']",Listed:23 hours ago
Furnished Apartment In The Village-Smart Compound,"
          1,650,000
              EGP  ","The Village, South Investors Area, New Cairo City, Cairo",Apartment,1 ,1 ,88 sqm,"['Furnished', 'Kitchen Appliances', 'Central A/C', 'Security', 'Maid Service', 'Networked', 'Pets Allowed', 'Covered Parking']",Listed:2 hours ago
Apartment for sale in Galleria Moon Valley,"
          1,000,000
              EGP  ","Galleria Moon Valley, South Investors Area, New Cairo City, Cairo",Apartment,3 ,3 ,152 sqm,"['Unfurnished', 'Security', 'Concierge', 'Lobby in Building', 'Balcony', 'Shared Gym', 'Study', 'Walk-in Closet', 'Shared Pool', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area']",Listed:1 hour ago
Apartment for sale in Taj City / installments,"
          1,565,000
              EGP  ","Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,2 ,128 sqm,"['Unfurnished', 'Security', 'Balcony', 'Study', 'Networked', 'Shared Pool', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking', 'Shared Spa']",Listed:1 day ago
المنصور اقوى مشروع بمدينة نصر TRUE شقة محسوبة صح,"
          812,520
              EGP  ","True, Nasr City Compounds, Nasr City, Cairo",Apartment,3 ,2 ,109 sqm,"['Unfurnished', 'Security', 'Lobby in Building', 'Balcony', 'Shared Gym', 'Networked', 'Shared Pool', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking', 'Shared Spa']",Listed:2 hours ago
fully finished apartment 110 m in El Patio 7     .,"
          2,000,000
              EGP  ","El Patio 7, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,2 ,110 sqm,"['Unfurnished', 'Central A/C', 'Security', 'Shared Gym', 'Walk-in Closet', 'View of Water', 'Shared Spa']",Listed:1 day ago
New Capital Offer for 4 Days 15% Discount|7 Years,"
          1,255,500
              EGP  ","Jnoub, New Capital Compounds, New Capital City, Cairo",Apartment,3 ,3 ,130 sqm,"['Unfurnished', 'Security', 'Lobby in Building', 'Balcony', 'Shared Gym', 'Study', 'Networked', 'Shared Pool', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking', 'Shared Spa']",Listed:21 hours ago
Perfectly finished apartment with balcony in Maadi,"
          13,000,000
              EGP  ","Sarayat Al Maadi, Hay El Maadi, Cairo",Apartment,3 ,2 ,250 sqm,"['Furnished', 'Kitchen Appliances', 'Central A/C', 'Security', 'Private Garden', 'Concierge', 'Built in Wardrobes', 'Lobby in Building', 'Balcony', 'Shared Gym', 'Study', 'Walk-in Closet', 'Networked', 'Pets Allowed', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking']",Listed:1 day ago
Apartment ground floor for sale in Stone Residence,"
          2,120,000
              EGP  ","Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,155 sqm,"['Unfurnished', 'Security', 'Private Garden', 'Pets Allowed', 'Barbecue Area']",Listed:21 hours ago
Apartment for sale in the first settlement,"
          2,700,000
              EGP  ","Abbas Mahmoud Al Akkad Axis, The 1st Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,200 sqm,"['Unfurnished', 'Kitchen Appliances', 'Concierge', 'Lobby in Building', 'Balcony', 'Study', 'Walk-in Closet', 'Pets Allowed', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area']",Listed:20 hours ago
Apartment for sale in Rehab area 227,"
          3,100,000
              EGP  ","Mostafa Al Nahas St., Rehab City Forth Phase, Al Rehab, New Cairo City, Cairo",Apartment,3 ,3 ,227 sqm,"['Unfurnished', 'Security', 'Private Garden', 'Lobby in Building', 'Balcony', 'Study', 'Walk-in Closet', 'Shared Pool', 'View of Landmark', 'Barbecue Area']",Listed:22 hours ago
Corner apartment 220 for sale in Hyde Park,"
          2,600,000
              EGP  ","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,211 sqm,"['Unfurnished', 'Security', 'Balcony', 'Study', 'Walk-in Closet', 'Networked', 'Pets Allowed', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking']",Listed:1 hour ago
Apartment With out Down Payment IN New Capital 10Y,"
          1,360,000
              EGP  ","The Loft, New Capital Compounds, New Capital City, Cairo",Apartment,2 ,1 ,135 sqm,"['Unfurnished', 'Security', ""Children's Pool"", 'Lobby in Building', 'Balcony', 'Networked', 'Shared Pool', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking', 'Shared Spa']",Listed:1 day ago
Apt With 0%Dp in Sarai Over 10 Years Installments,"
          1,827,000
              EGP  ","Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",Apartment,2 ,2 ,127 sqm,"['Unfurnished', 'Security', 'Balcony', 'Study', 'Networked', 'Pets Allowed', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking']",Listed:1 day ago
Apartment for sale in Jasmine8 without appliances,"
          3,000,000
              EGP  ","El Yasmeen 8, El Yasmeen, New Cairo City, Cairo",Apartment,3 ,2 ,200 sqm,"['Unfurnished', 'Kitchen Appliances', 'Central A/C', 'Security', 'Concierge', 'Maid Service', 'Built in Wardrobes', 'Lobby in Building', 'Balcony', 'Maids Room', 'Study', 'Walk-in Closet', 'Networked', 'Pets Allowed', 'Barbecue Area', 'Covered Parking']",Listed:1 day ago
احجز شقتك ب 10%مقدم فى (كمبوند)جدران مش مجرد حيطان,"
          1,144,000
              EGP  ","7th Sector, Zahraa El Maadi, Hay El Maadi, Cairo",Apartment,3 ,2 ,130 sqm,"['Partly furnished', 'Security', 'Balcony', 'Shared Gym', 'Networked', 'Shared Pool', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking', 'Shared Spa']",Listed:2 days ago
Apartment For Sale in LAKE VIEW RESIDENCE,"
          3,350,000
              EGP  ","Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,215 sqm,"['Unfurnished', 'Security', 'Balcony', 'Shared Gym', 'Study', 'Walk-in Closet', 'Shared Pool', 'Pets Allowed', 'View of Water', 'Covered Parking', 'Shared Spa']",Listed:2 days ago
